Quarter,State,Colonies_Added_And_Replaced,Max_Colonies,Pct_Affected_Deadout,Pct_Affected_Disease,Pct_Affected_Other,Pct_Affected_Pesticides,Pct_Affected_Pests,Pct_Affected_Unknown,Pct_Affected_Varroa_Mites,Num_Renovated,Pct_Renovated,Max_Colonies_Pct_Change,Pct_Affected_Colony_Collapse_Disorder
2019_Q4,MONTANA,770.0,79000.0,9.0,,2.8,0.8,1.8,0.3,15.7,4000.0,5.0,-48.701298701298704,1.3924050632911391
2020_Q1,MONTANA,500.0,47000.0,,0.0,0.5,0.0,0.0,,4.0,,0.0,-40.50632911392405,9.574468085106384
2020_Q2,MONTANA,18000.0,120000.0,2.0,5.9,4.6,0.0,5.6,,12.1,16000.0,13.0,155.3191489361702,1.25
2020_Q3,MONTANA,6500.0,139000.0,6.0,0.9,8.6,,2.1,1.2,36.6,28000.0,20.0,15.833333333333332,0.2589928057553957
2020_Q4,MONTANA,3500.0,92000.0,15.0,11.6,4.4,2.6,11.6,6.0,15.1,290.0,,-33.81294964028777,1.0869565217391304
2021_Q1,MONTANA,820.0,51000.0,1.0,0.0,,0.0,0.0,,15.0,20.0,,-44.565217391304344,1.9607843137254901
2021_Q2,MONTANA,13500.0,116000.0,3.0,1.5,5.2,13.3,0.0,3.0,20.8,15500.0,13.0,127.45098039215685,0.7068965517241379
2021_Q3,MONTANA,870.0,114000.0,5.0,1.2,14.8,,1.5,0.5,19.5,7500.0,7.0,-1.7241379310344827,0.5877192982456141
2021_Q4,MONTANA,3200.0,102000.0,17.0,3.1,4.9,0.0,2.9,,27.2,8000.0,8.0,-10.526315789473683,0.17647058823529413
2022_Q1,MONTANA,30.0,54000.0,1.0,0.0,,0.0,0.0,,0.5,0.0,0.0,-47.05882352941176,0.037037037037037035
2022_Q2,MONTANA,6000.0,106000.0,1.0,0.0,8.7,1.7,0.0,0.0,16.4,8000.0,8.0,96.29629629629629,4.056603773584905
2022_Q3,MONTANA,970.0,124000.0,5.0,,7.5,3.0,,0.7,22.1,2100.0,2.0,16.9811320754717,0.1693548387096774
2022_Q4,MONTANA,2300.0,101000.0,4.0,1.3,0.7,7.3,8.8,0.0,27.8,6000.0,6.0,-18.548387096774192,0.0
2023_Q1,MONTANA,6000.0,45000.0,,0.0,0.0,,0.0,,0.6,0.0,0.0,-55.44554455445545,4.888888888888889
2023_Q2,MONTANA,22000.0,97000.0,5.0,2.1,6.5,2.9,,,23.7,18500.0,19.0,115.55555555555554,0.3402061855670103
2015_Q1,NEBRASKA,120.0,31000.0,8.0,0.1,0.3,0.5,0.1,3.0,5.9,310.0,1.0,,
2015_Q2,NEBRASKA,15500.0,68000.0,6.0,0.0,2.1,1.4,6.9,1.5,6.5,4600.0,7.0,119.35483870967742,
2015_Q3,NEBRASKA,500.0,77000.0,8.0,10.9,4.6,13.2,10.3,4.3,33.2,6000.0,8.0,13.23529411764706,
2015_Q4,NEBRASKA,10.0,73000.0,10.0,0.2,0.4,0.3,0.0,1.7,15.5,5500.0,8.0,-5.194805194805195,
2016_Q1,NEBRASKA,510.0,20000.0,4.0,0.1,0.8,0.2,0.4,0.6,1.8,0.0,0.0,-72.6027397260274,
2016_Q2,NEBRASKA,8000.0,43000.0,14.0,1.0,1.1,3.8,0.1,3.5,6.1,28000.0,65.0,114.99999999999999,
2016_Q3,NEBRASKA,390.0,47000.0,18.0,0.1,1.6,10.2,1.6,0.1,20.4,27000.0,57.0,9.30232558139535,
2016_Q4,NEBRASKA,190.0,37000.0,12.0,0.2,0.4,1.2,1.4,1.5,10.5,0.0,0.0,-21.27659574468085,
2017_Q1,NEBRASKA,120.0,13000.0,6.0,0.4,2.1,0.0,0.3,1.2,14.8,0.0,0.0,-64.86486486486487,
2017_Q2,NEBRASKA,7000.0,43000.0,3.0,1.0,16.0,37.6,38.4,0.8,50.1,27000.0,63.0,230.76923076923075,
2017_Q3,NEBRASKA,880.0,47000.0,8.0,0.4,9.2,7.1,6.6,0.2,15.1,13500.0,29.0,9.30232558139535,
2017_Q4,NEBRASKA,80.0,42000.0,18.0,4.1,4.3,2.1,3.3,11.5,26.6,50.0,,-10.638297872340425,
2018_Q1,NEBRASKA,0.0,14000.0,3.0,0.0,1.7,2.8,1.6,0.9,4.5,0.0,0.0,-66.66666666666666,
2018_Q2,NEBRASKA,4000.0,46000.0,5.0,1.4,9.0,4.2,1.4,5.5,5.0,900.0,2.0,228.57142857142856,
2018_Q3,NEBRASKA,8500.0,54000.0,12.0,5.9,4.3,6.5,3.2,4.0,24.1,5000.0,9.0,17.391304347826086,
2018_Q4,NEBRASKA,7000.0,45000.0,11.0,0.7,2.9,0.3,0.7,1.0,3.0,840.0,2.0,-16.666666666666664,
2019_Q1,NEBRASKA,0.0,16500.0,15.0,32.0,2.2,0.8,1.3,0.1,32.3,0.0,0.0,-63.33333333333333,9.090909090909092
2019_Q3,NEBRASKA,680.0,41000.0,9.0,1.8,7.2,2.8,2.7,1.9,29.2,1400.0,3.0,148.4848484848485,1.3170731707317074
2019_Q4,NEBRASKA,320.0,38000.0,7.0,0.0,2.8,3.5,1.0,6.4,5.8,10.0,,-7.317073170731707,1.5
2020_Q1,NEBRASKA,70.0,17000.0,4.0,,,0.0,,0.8,2.2,,0.0,-55.26315789473685,8.823529411764707
2020_Q2,NEBRASKA,7000.0,41000.0,5.0,4.8,,12.2,1.1,2.7,17.5,1100.0,3.0,141.1764705882353,1.707317073170732
2020_Q3,NEBRASKA,3000.0,48000.0,9.0,3.3,21.4,19.8,0.8,,23.4,3100.0,6.0,17.073170731707318,0.625
2020_Q4,NEBRASKA,280.0,43000.0,16.0,0.5,1.4,,,6.3,3.6,2500.0,6.0,-10.416666666666668,10.930232558139535
2021_Q1,NEBRASKA,930.0,18000.0,4.0,,1.7,1.5,,0.7,11.0,0.0,0.0,-58.139534883720934,3.0
2021_Q2,NEBRASKA,9000.0,37000.0,5.0,,3.2,7.4,,1.3,17.3,810.0,2.0,105.55555555555556,3.2432432432432434
2021_Q3,NEBRASKA,1200.0,49000.0,12.0,,3.2,1.8,,1.8,13.7,1800.0,4.0,32.432432432432435,0.9795918367346939
2021_Q4,NEBRASKA,10.0,43000.0,17.0,2.8,1.8,4.2,1.5,,28.0,250.0,1.0,-12.244897959183673,5.116279069767442
2022_Q1,NEBRASKA,30.0,30000.0,3.0,0.7,,0.0,0.0,2.3,3.2,0.0,0.0,-30.23255813953488,2.533333333333333
2022_Q2,NEBRASKA,11000.0,46000.0,5.0,0.7,0.7,0.0,21.9,,26.4,5000.0,11.0,53.333333333333336,0.021739130434782608
2022_Q3,NEBRASKA,1100.0,51000.0,7.0,3.8,7.5,1.7,,,18.3,1100.0,2.0,10.869565217391305,1.0980392156862746
2022_Q4,NEBRASKA,1100.0,47000.0,12.0,10.9,0.0,,12.9,7.4,31.4,300.0,1.0,-7.8431372549019605,3.404255319148936
2023_Q1,NEBRASKA,0.0,23000.0,5.0,,4.3,0.0,,,8.2,0.0,0.0,-51.06382978723404,11.73913043478261
2023_Q2,NEBRASKA,10000.0,28000.0,4.0,0.6,0.6,0.5,3.9,3.7,26.8,1900.0,7.0,21.73913043478261,1.0
2015_Q1,NEW JERSEY,570.0,9000.0,12.0,30.4,19.5,11.1,13.2,16.7,40.1,1600.0,18.0,,
2015_Q2,NEW JERSEY,2100.0,19000.0,10.0,0.3,1.0,26.1,3.6,2.4,52.5,2900.0,15.0,111.11111111111111,
2015_Q3,NEW JERSEY,190.0,18500.0,1.0,0.1,1.1,0.0,1.0,0.7,7.2,500.0,3.0,-2.631578947368421,
2015_Q4,NEW JERSEY,20.0,8500.0,3.0,0.0,0.4,0.4,2.2,1.2,7.7,10.0,0.0,-54.054054054054056,
2016_Q1,NEW JERSEY,80.0,6000.0,17.0,0.2,1.7,0.6,1.1,12.0,8.0,20.0,0.0,-29.411764705882355,
2016_Q2,NEW JERSEY,1900.0,18000.0,8.0,0.2,0.2,0.0,0.9,0.3,11.9,110.0,1.0,200.0,
2016_Q3,NEW JERSEY,120.0,18000.0,2.0,1.2,1.3,8.5,7.1,0.3,20.2,80.0,0.0,0.0,
2016_Q4,NEW JERSEY,400.0,12000.0,3.0,0.4,3.4,1.9,11.3,8.6,28.6,0.0,0.0,-33.33333333333333,
2017_Q1,NEW JERSEY,10.0,6000.0,8.0,0.3,0.8,0.1,0.7,0.6,16.3,0.0,0.0,-50.0,
2017_Q2,NEW JERSEY,1900.0,21000.0,2.0,2.3,0.3,1.9,5.6,0.8,21.4,660.0,3.0,250.0,
2017_Q3,NEW JERSEY,280.0,16000.0,3.0,0.0,0.4,0.8,2.9,1.9,10.7,110.0,1.0,-23.809523809523807,
2017_Q4,NEW JERSEY,330.0,15500.0,8.0,4.4,3.3,4.4,6.8,0.0,18.9,270.0,2.0,-3.125,
2018_Q1,NEW JERSEY,180.0,6500.0,11.0,0.0,3.8,0.4,1.9,0.8,14.9,190.0,3.0,-58.06451612903226,
2018_Q2,NEW JERSEY,1300.0,15000.0,2.0,,3.4,0.1,3.3,0.1,16.5,170.0,1.0,130.76923076923077,
2018_Q3,NEW JERSEY,250.0,14000.0,2.0,0.2,1.0,0.1,5.1,0.4,12.3,220.0,2.0,-6.666666666666667,
2018_Q4,NEW JERSEY,30.0,15500.0,8.0,0.1,5.4,0.0,3.2,0.3,14.0,80.0,1.0,10.714285714285714,
2019_Q1,NEW JERSEY,130.0,6000.0,5.0,0.0,3.5,0.0,4.4,0.6,15.3,60.0,1.0,-61.29032258064516,0.0
2019_Q3,NEW JERSEY,650.0,16000.0,4.0,0.3,0.5,0.2,2.3,0.1,26.1,3100.0,19.0,166.66666666666669,1.5
2019_Q4,NEW JERSEY,60.0,15500.0,1.0,0.0,1.3,0.0,0.9,0.5,2.5,80.0,1.0,-3.125,0.3870967741935484
2020_Q1,NEW JERSEY,800.0,6500.0,7.0,0.5,3.2,,2.9,2.3,9.4,40.0,1.0,-58.06451612903226,0.9230769230769231
2020_Q2,NEW JERSEY,1500.0,21000.0,3.0,21.5,21.7,,0.8,,15.4,650.0,3.0,223.0769230769231,0.047619047619047616
2020_Q3,NEW JERSEY,1500.0,18500.0,12.0,0.0,,16.3,5.6,,21.7,1800.0,10.0,-11.904761904761903,0.16216216216216214
2020_Q4,NEW JERSEY,2000.0,18000.0,2.0,0.5,0.2,0.6,2.1,0.7,6.8,480.0,3.0,-2.7027027027027026,0.33333333333333337
2021_Q1,NEW JERSEY,900.0,14000.0,3.0,1.0,1.2,1.3,1.5,0.8,18.7,80.0,1.0,-22.22222222222222,4.285714285714286
2021_Q2,NEW JERSEY,1400.0,19500.0,2.0,0.0,1.8,2.6,5.5,1.3,11.8,140.0,1.0,39.285714285714285,0.2564102564102564
2021_Q3,NEW JERSEY,390.0,19500.0,2.0,,0.7,1.8,4.9,1.9,10.7,480.0,2.0,0.0,0.20512820512820512
2021_Q4,NEW JERSEY,350.0,19500.0,2.0,,,0.0,5.9,,8.6,,0.0,0.0,0.0
2022_Q1,NEW JERSEY,1500.0,15000.0,4.0,,0.6,0.0,3.9,1.8,13.3,30.0,,-23.076923076923077,0.26666666666666666
2022_Q2,NEW JERSEY,2600.0,19000.0,1.0,0.7,,0.6,0.8,0.0,7.0,70.0,,26.666666666666668,0.0
2022_Q3,NEW JERSEY,1700.0,21000.0,8.0,,0.7,,10.1,7.7,15.4,210.0,1.0,10.526315789473683,0.19047619047619047
2022_Q4,NEW JERSEY,730.0,20000.0,5.0,,0.5,,6.1,4.1,15.0,70.0,,-4.761904761904762,0.35000000000000003
2023_Q1,NEW JERSEY,3100.0,12500.0,10.0,,1.7,0.0,6.7,3.8,20.0,110.0,1.0,-37.5,3.6799999999999997
2023_Q2,NEW JERSEY,1000.0,16500.0,4.0,0.8,2.5,,3.6,1.1,13.2,520.0,3.0,32.0,2.0606060606060606
2015_Q1,NEW MEXICO,190.0,7000.0,10.0,0.0,1.3,0.2,0.1,0.4,17.1,600.0,9.0,,
2015_Q2,NEW MEXICO,1500.0,8500.0,12.0,15.5,0.4,5.9,0.0,2.7,38.8,330.0,4.0,21.428571428571427,
2015_Q3,NEW MEXICO,1300.0,6500.0,25.0,55.0,55.5,58.0,55.0,0.7,61.2,650.0,10.0,-23.52941176470588,
2015_Q4,NEW MEXICO,290.0,6000.0,5.0,0.2,0.6,8.4,0.3,1.7,30.9,30.0,1.0,-7.6923076923076925,
2016_Q1,NEW MEXICO,1400.0,6500.0,26.0,31.5,1.5,0.0,0.4,0.3,69.0,30.0,1.0,8.333333333333332,
2016_Q2,NEW MEXICO,2700.0,6500.0,22.0,12.1,8.2,2.5,0.3,0.0,59.1,100.0,2.0,0.0,
2016_Q3,NEW MEXICO,2000.0,6500.0,17.0,55.2,1.7,24.1,55.4,0.7,59.5,1000.0,15.0,0.0,
2016_Q4,NEW MEXICO,1100.0,7000.0,23.0,7.2,0.8,0.0,0.3,0.3,46.2,20.0,0.0,7.6923076923076925,
2017_Q1,NEW MEXICO,3600.0,5500.0,38.0,87.4,2.0,0.0,0.0,0.0,93.9,0.0,0.0,-21.428571428571427,
2017_Q2,NEW MEXICO,3300.0,7500.0,24.0,72.9,35.6,0.0,0.6,0.6,88.4,3900.0,52.0,36.36363636363637,
2017_Q3,NEW MEXICO,1800.0,8500.0,29.0,17.8,3.1,13.6,3.3,0.3,74.3,200.0,2.0,13.333333333333334,
2017_Q4,NEW MEXICO,1700.0,8000.0,24.0,0.0,10.0,10.3,0.3,1.0,86.1,,0.0,-5.88235294117647,
2018_Q1,NEW MEXICO,180.0,7500.0,52.0,0.0,9.4,1.3,0.5,0.5,42.8,0.0,0.0,-6.25,
2018_Q2,NEW MEXICO,1700.0,4300.0,1.0,0.3,0.2,0.0,0.1,1.0,0.3,450.0,10.0,-42.66666666666667,
2018_Q3,NEW MEXICO,3800.0,7000.0,17.0,0.0,0.4,12.3,0.0,0.2,0.0,1000.0,14.0,62.7906976744186,
2018_Q4,NEW MEXICO,50.0,8000.0,38.0,3.7,8.0,0.1,0.8,1.2,81.3,0.0,0.0,14.285714285714285,
2019_Q1,NEW MEXICO,0.0,4800.0,4.0,0.6,1.4,0.0,1.1,0.3,3.5,0.0,0.0,-40.0,0.0
2019_Q3,NEW MEXICO,1000.0,5500.0,3.0,0.9,0.8,0.0,29.1,0.0,39.5,550.0,10.0,14.583333333333334,1.2727272727272727
2019_Q4,NEW MEXICO,30.0,6000.0,1.0,0.4,2.6,0.0,0.3,0.0,5.2,10.0,,9.090909090909092,0.16666666666666669
2020_Q1,NEW MEXICO,120.0,6000.0,1.0,0.0,0.7,0.0,0.0,,2.1,0.0,0.0,0.0,0.0
2020_Q2,NEW MEXICO,400.0,6000.0,17.0,,,,,,3.0,40.0,1.0,0.0,0.0
2020_Q3,NEW MEXICO,3300.0,5500.0,29.0,0.0,0.5,0.0,32.9,,33.8,760.0,14.0,-8.333333333333332,0.0
2020_Q4,NEW MEXICO,80.0,3600.0,5.0,1.0,2.0,0.0,,0.9,15.7,50.0,1.0,-34.54545454545455,77.77777777777779
2021_Q1,NEW MEXICO,170.0,5500.0,5.0,0.0,6.5,0.0,,1.9,14.2,0.0,0.0,52.77777777777778,0.18181818181818182
2021_Q2,NEW MEXICO,560.0,5500.0,12.0,1.3,0.0,2.5,1.2,,60.0,2300.0,42.0,0.0,6.7272727272727275
2021_Q3,NEW MEXICO,40.0,5500.0,1.0,1.1,0.0,0.0,4.4,0.0,22.5,130.0,2.0,0.0,0.18181818181818182
2021_Q4,NEW MEXICO,2000.0,5500.0,35.0,0.0,,14.1,44.4,0.7,65.6,,0.0,0.0,0.0
2022_Q1,NEW MEXICO,1000.0,8000.0,24.0,,0.5,0.0,,,48.7,0.0,0.0,45.45454545454545,15.0
2022_Q2,NEW MEXICO,4200.0,7000.0,23.0,8.6,31.5,0.9,8.6,0.7,52.0,2200.0,31.0,-12.5,4.857142857142857
2022_Q3,NEW MEXICO,460.0,9000.0,2.0,0.0,2.4,1.3,1.1,1.1,7.3,230.0,3.0,28.57142857142857,0.6666666666666667
2022_Q4,NEW MEXICO,20.0,9500.0,10.0,4.8,1.4,1.6,5.0,1.1,20.3,180.0,2.0,5.555555555555555,7.578947368421053
2023_Q1,NEW MEXICO,460.0,8500.0,54.0,64.8,0.9,1.0,,1.4,84.2,760.0,9.0,-10.526315789473683,0.2352941176470588
2023_Q2,NEW MEXICO,530.0,4300.0,5.0,1.3,1.1,0.7,0.6,,4.0,250.0,6.0,-49.411764705882355,0.9302325581395349
2015_Q1,NEW YORK,430.0,30000.0,22.0,0.5,12.4,4.4,2.6,8.3,7.6,950.0,3.0,,
2015_Q2,NEW YORK,11000.0,34000.0,3.0,4.5,3.3,4.4,12.5,1.1,19.1,1500.0,4.0,13.333333333333334,
2015_Q3,NEW YORK,4400.0,47000.0,14.0,5.7,8.8,17.1,14.3,1.5,40.0,7000.0,15.0,38.23529411764706,
2015_Q4,NEW YORK,260.0,45000.0,9.0,0.8,0.4,0.9,2.2,6.2,24.5,10.0,0.0,-4.25531914893617,
2016_Q1,NEW YORK,970.0,33000.0,13.0,1.5,9.5,7.6,5.9,2.6,27.5,600.0,2.0,-26.666666666666668,
2016_Q2,NEW YORK,13500.0,46000.0,9.0,0.9,4.1,11.7,3.1,3.8,20.4,1500.0,3.0,39.39393939393939,
2016_Q3,NEW YORK,1900.0,56000.0,18.0,5.5,24.7,5.2,9.0,2.6,37.4,800.0,1.0,21.73913043478261,
2016_Q4,NEW YORK,240.0,49000.0,18.0,3.6,2.2,12.5,2.2,2.1,27.8,130.0,0.0,-12.5,
2017_Q1,NEW YORK,520.0,33000.0,18.0,9.8,13.2,4.4,9.4,10.8,20.4,0.0,0.0,-32.6530612244898,
2017_Q2,NEW YORK,16500.0,43000.0,3.0,2.1,8.9,2.0,2.1,0.1,22.2,7500.0,17.0,30.303030303030305,
2017_Q3,NEW YORK,3100.0,59000.0,11.0,6.2,13.6,9.4,19.8,1.8,45.1,9000.0,15.0,37.2093023255814,
2017_Q4,NEW YORK,820.0,51000.0,8.0,8.0,0.4,5.4,12.7,2.6,22.3,460.0,1.0,-13.559322033898304,
2018_Q1,NEW YORK,400.0,26000.0,14.0,1.4,8.0,1.9,11.9,6.0,25.3,170.0,1.0,-49.01960784313725,
2018_Q2,NEW YORK,11000.0,42000.0,6.0,15.0,16.7,6.6,20.0,3.7,39.6,2400.0,6.0,61.53846153846154,
2018_Q3,NEW YORK,3600.0,56000.0,7.0,18.6,22.9,24.4,20.6,10.2,40.7,3700.0,7.0,33.33333333333333,
2018_Q4,NEW YORK,1000.0,53000.0,8.0,7.8,7.8,2.4,4.5,0.7,26.0,1500.0,3.0,-5.357142857142857,
2019_Q1,NEW YORK,110.0,24000.0,14.0,1.7,7.7,1.7,2.5,9.0,10.6,80.0,,-54.71698113207547,3.125
2019_Q3,NEW YORK,3200.0,69000.0,12.0,1.2,2.5,8.2,11.5,3.8,30.7,3700.0,5.0,187.5,4.63768115942029
2019_Q4,NEW YORK,630.0,65000.0,15.0,3.0,3.2,8.7,24.8,4.0,33.3,510.0,1.0,-5.797101449275362,1.4769230769230768
2020_Q1,NEW YORK,230.0,36000.0,7.0,0.0,1.7,0.0,2.9,7.7,6.6,370.0,1.0,-44.61538461538462,2.611111111111111
2020_Q2,NEW YORK,6000.0,58000.0,7.0,0.6,3.5,,2.5,0.5,20.7,2800.0,5.0,61.111111111111114,0.034482758620689655
2020_Q3,NEW YORK,5500.0,61000.0,6.0,6.3,2.1,3.3,7.8,1.1,18.2,1600.0,3.0,5.172413793103448,1.3934426229508197
2020_Q4,NEW YORK,2400.0,52000.0,8.0,,4.5,,7.2,4.1,19.2,5000.0,10.0,-14.754098360655737,3.2692307692307696
2021_Q1,NEW YORK,2600.0,30000.0,16.0,0.6,5.7,0.5,3.9,4.8,15.0,380.0,1.0,-42.30769230769231,6.0
2021_Q2,NEW YORK,15000.0,50000.0,6.0,0.5,2.3,1.7,3.9,3.5,35.8,4100.0,8.0,66.66666666666666,1.6400000000000001
2021_Q3,NEW YORK,2200.0,67000.0,8.0,3.0,11.8,5.6,14.1,11.2,37.7,5000.0,7.0,34.0,3.2835820895522385
2021_Q4,NEW YORK,440.0,66000.0,32.0,1.0,13.6,1.3,34.5,3.5,48.0,26000.0,39.0,-1.4925373134328357,2.878787878787879
2022_Q1,NEW YORK,370.0,44000.0,13.0,,7.7,3.1,4.1,6.6,16.6,730.0,2.0,-33.33333333333333,2.0681818181818183
2022_Q2,NEW YORK,6000.0,57000.0,4.0,0.8,1.7,,3.4,1.0,23.0,4300.0,8.0,29.545454545454547,0.8245614035087719
2022_Q3,NEW YORK,2800.0,63000.0,7.0,9.3,16.7,21.1,13.8,7.8,57.3,5500.0,9.0,10.526315789473683,0.6349206349206349
2022_Q4,NEW YORK,740.0,62000.0,23.0,19.1,41.1,19.5,38.8,3.4,59.3,1600.0,3.0,-1.5873015873015872,2.5806451612903225
2023_Q1,NEW YORK,560.0,40000.0,20.0,22.6,3.9,1.4,10.3,4.9,33.5,510.0,1.0,-35.483870967741936,8.75
2023_Q2,NEW YORK,6500.0,52000.0,3.0,2.2,9.3,2.3,9.1,,24.7,2100.0,4.0,30.0,0.6923076923076923
2015_Q1,NORTH CAROLINA,6000.0,26000.0,27.0,0.1,6.2,22.9,2.3,12.2,35.5,690.0,3.0,,
2015_Q2,NORTH CAROLINA,5500.0,23000.0,8.0,0.3,5.8,3.5,14.3,3.0,51.0,3300.0,14.0,-11.538461538461538,
2015_Q3,NORTH CAROLINA,2500.0,24000.0,12.0,0.7,5.7,7.5,27.9,8.5,33.9,1100.0,5.0,4.3478260869565215,
2015_Q4,NORTH CAROLINA,510.0,22000.0,10.0,0.5,5.4,0.4,3.4,3.4,9.6,70.0,0.0,-8.333333333333332,
2016_Q1,NORTH CAROLINA,1100.0,24000.0,11.0,1.9,4.0,2.7,2.5,2.4,9.5,230.0,1.0,9.090909090909092,
2016_Q2,NORTH CAROLINA,10000.0,24000.0,7.0,4.7,8.3,33.8,23.5,41.7,51.8,550.0,2.0,0.0,
2016_Q3,NORTH CAROLINA,1400.0,25000.0,6.0,0.1,13.4,2.9,13.4,3.0,27.8,1200.0,5.0,4.166666666666666,
2016_Q4,NORTH CAROLINA,220.0,25000.0,22.0,1.8,12.5,0.0,7.7,1.3,24.0,50.0,0.0,0.0,
2017_Q1,NORTH CAROLINA,3700.0,23000.0,11.0,0.2,7.2,1.5,17.4,3.9,34.7,1200.0,5.0,-8.0,
2017_Q2,NORTH CAROLINA,5000.0,25000.0,12.0,2.3,5.1,0.8,5.5,1.5,23.4,2700.0,11.0,8.695652173913043,
2017_Q3,NORTH CAROLINA,4100.0,27000.0,12.0,3.3,7.6,20.3,36.1,1.8,74.5,2900.0,11.0,8.0,
2017_Q4,NORTH CAROLINA,60.0,23000.0,22.0,3.9,11.7,1.5,16.3,6.7,64.2,290.0,1.0,-14.814814814814813,
2018_Q1,NORTH CAROLINA,2400.0,18500.0,23.0,0.3,13.4,0.3,10.2,8.0,29.7,260.0,1.0,-19.565217391304348,
2018_Q2,NORTH CAROLINA,4100.0,17500.0,14.0,0.5,14.6,2.4,2.6,0.8,9.7,800.0,5.0,-5.405405405405405,
2018_Q3,NORTH CAROLINA,2600.0,18000.0,12.0,11.4,11.4,8.4,17.9,3.1,66.0,2000.0,11.0,2.857142857142857,
2018_Q4,NORTH CAROLINA,250.0,16000.0,17.0,3.8,11.1,2.0,10.4,5.2,53.0,300.0,2.0,-11.11111111111111,
2019_Q1,NORTH CAROLINA,750.0,14500.0,12.0,0.2,2.2,0.7,2.0,3.4,16.4,890.0,6.0,-9.375,2.413793103448276
2019_Q3,NORTH CAROLINA,1800.0,22000.0,12.0,19.7,9.7,4.0,11.3,5.7,26.9,5000.0,23.0,51.724137931034484,1.3636363636363635
2019_Q4,NORTH CAROLINA,240.0,18000.0,18.0,4.5,15.7,2.4,21.0,11.7,44.5,770.0,4.0,-18.181818181818183,2.0
2020_Q1,NORTH CAROLINA,2600.0,24000.0,10.0,4.8,1.4,0.6,7.1,5.1,35.7,490.0,2.0,33.33333333333333,7.916666666666666
2020_Q2,NORTH CAROLINA,6000.0,25000.0,6.0,1.9,1.8,0.0,5.5,1.4,23.0,1300.0,5.0,4.166666666666666,1.16
2020_Q3,NORTH CAROLINA,950.0,27000.0,17.0,,,,17.9,,70.5,5500.0,20.0,8.0,4.074074074074074
2020_Q4,NORTH CAROLINA,200.0,22000.0,11.0,,0.6,5.1,14.0,1.9,37.7,9000.0,41.0,-18.51851851851852,10.454545454545453
2021_Q1,NORTH CAROLINA,1900.0,24000.0,17.0,,0.6,,7.2,0.5,23.5,110.0,,9.090909090909092,0.2916666666666667
2021_Q2,NORTH CAROLINA,6000.0,23000.0,7.0,,,,3.5,,35.8,3300.0,14.0,-4.166666666666666,0.6521739130434783
2021_Q3,NORTH CAROLINA,3800.0,25000.0,12.0,0.9,6.6,,10.4,1.0,29.3,2200.0,9.0,8.695652173913043,2.92
2021_Q4,NORTH CAROLINA,260.0,22000.0,10.0,0.0,,,1.4,5.1,24.1,360.0,2.0,-12.0,8.636363636363637
2022_Q1,NORTH CAROLINA,3100.0,24000.0,10.0,,2.4,0.0,7.6,1.0,23.4,520.0,2.0,9.090909090909092,0.5416666666666667
2022_Q2,NORTH CAROLINA,7500.0,30000.0,4.0,3.5,,0.0,2.8,1.0,23.9,3300.0,11.0,25.0,0.16666666666666669
2022_Q3,NORTH CAROLINA,2100.0,33000.0,8.0,1.5,0.9,1.4,26.1,1.1,35.8,2500.0,8.0,10.0,0.48484848484848486
2022_Q4,NORTH CAROLINA,0.0,29000.0,12.0,3.1,3.7,3.6,6.4,,13.5,480.0,2.0,-12.121212121212121,0.8620689655172413
2023_Q1,NORTH CAROLINA,2200.0,30000.0,14.0,,4.5,,6.1,2.5,22.5,2800.0,9.0,3.4482758620689653,4.0
2023_Q2,NORTH CAROLINA,9000.0,28000.0,8.0,0.9,1.6,,8.8,2.5,28.8,5500.0,20.0,-6.666666666666667,0.5357142857142857
2015_Q1,NORTH DAKOTA,1800.0,120000.0,1.0,0.0,2.5,0.0,1.7,0.1,1.7,530.0,0.0,,
2015_Q2,NORTH DAKOTA,39000.0,450000.0,6.0,0.1,4.6,4.3,3.0,0.3,15.5,61000.0,14.0,275.0,
2015_Q3,NORTH DAKOTA,11000.0,500000.0,19.0,8.1,4.1,12.3,15.5,3.7,33.8,22000.0,4.0,11.11111111111111,
2015_Q4,NORTH DAKOTA,2700.0,275000.0,13.0,1.8,3.7,1.5,2.3,2.1,10.8,9000.0,3.0,-45.0,
2016_Q1,NORTH DAKOTA,4600.0,137000.0,6.0,0.0,0.1,0.0,0.0,11.7,2.7,0.0,0.0,-50.18181818181818,
2016_Q2,NORTH DAKOTA,23000.0,530000.0,5.0,2.1,3.6,1.1,3.7,0.2,16.2,95000.0,18.0,286.86131386861314,
2016_Q3,NORTH DAKOTA,25000.0,550000.0,13.0,6.3,9.9,12.9,11.8,3.1,38.0,104000.0,19.0,3.7735849056603774,
2016_Q4,NORTH DAKOTA,13500.0,390000.0,11.0,1.5,2.6,0.4,7.9,2.2,23.5,2500.0,1.0,-29.09090909090909,
2017_Q1,NORTH DAKOTA,1100.0,123000.0,1.0,0.0,0.2,0.0,0.0,0.2,0.8,10.0,,-68.46153846153847,
2017_Q2,NORTH DAKOTA,31000.0,450000.0,4.0,3.2,3.2,5.3,4.0,1.0,29.3,41000.0,9.0,265.8536585365854,
2017_Q3,NORTH DAKOTA,24000.0,490000.0,10.0,3.4,8.1,8.1,11.9,1.9,42.0,100000.0,20.0,8.88888888888889,
2017_Q4,NORTH DAKOTA,10000.0,410000.0,6.0,0.2,0.9,0.5,16.5,0.3,41.7,2900.0,1.0,-16.3265306122449,
