Quarter,State,"HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>"
2019_Q1,MISSISSIPPI,3800.0,29000.0,160.0,2400.0,8.0,64.8,1.9,48.4,71.0,5.5,14.6,1700.0,6.0
2019_Q1,WYOMING,0.0,9500.0,980.0,250.0,3.0,0.1,0.5,0.0,0.0,2.3,0.7,0.0,0.0
2019_Q3,WISCONSIN,2400.0,63000.0,820.0,6500.0,10.0,13.9,6.5,18.1,20.5,3.9,46.4,10000.0,16.0
2019_Q3,ALABAMA,160.0,7000.0,180.0,990.0,14.0,2.9,9.7,0.2,24.6,6.4,30.6,330.0,5.0
2019_Q3,NEBRASKA,680.0,41000.0,540.0,3700.0,9.0,1.8,7.2,2.8,2.7,1.9,29.2,1400.0,3.0
2019_Q3,NEW JERSEY,650.0,16000.0,240.0,680.0,4.0,0.3,0.5,0.2,2.3,0.1,26.1,3100.0,19.0
2019_Q3,NEW YORK,3200.0,69000.0,3200.0,8500.0,12.0,1.2,2.5,8.2,11.5,3.8,30.7,3700.0,5.0
2019_Q3,NORTH CAROLINA,1800.0,22000.0,300.0,2700.0,12.0,19.7,9.7,4.0,11.3,5.7,26.9,5000.0,23.0
2019_Q3,NORTH DAKOTA,15000.0,530000.0,7000.0,81000.0,15.0,14.7,23.7,9.0,10.2,9.3,48.4,17500.0,3.0
2019_Q3,OHIO,2800.0,19500.0,220.0,1600.0,8.0,4.2,5.9,1.8,23.0,3.9,40.6,3000.0,15.0
2019_Q3,OKLAHOMA,130.0,7500.0,20.0,930.0,12.0,0.1,4.1,0.1,1.4,4.4,29.0,1100.0,15.0
2019_Q3,OREGON,6000.0,118000.0,470.0,8000.0,7.0,19.8,16.6,15.1,12.8,0.4,35.4,21000.0,18.0
2019_Q3,OTHER STATES,320.0,13900.0,0.0,2080.0,15.0,4.2,1.4,7.7,4.5,0.1,11.3,900.0,6.0
2019_Q3,PENNSYLVANIA,1800.0,20000.0,130.0,980.0,5.0,1.8,1.5,5.0,8.8,5.6,23.4,1900.0,10.0
2019_Q3,SOUTH CAROLINA,2000.0,14500.0,80.0,2200.0,15.0,0.6,19.6,16.2,11.6,3.7,44.9,1400.0,10.0
2019_Q3,SOUTH DAKOTA,1300.0,255000.0,1200.0,51000.0,20.0,0.3,4.0,14.0,3.5,1.5,10.4,8000.0,3.0
2019_Q3,TENNESSEE,2200.0,14000.0,140.0,4500.0,32.0,0.2,11.5,9.1,23.3,1.5,51.4,2200.0,16.0
2019_Q3,TEXAS,6500.0,133000.0,6500.0,11000.0,8.0,4.4,7.2,11.5,18.3,2.1,21.9,7000.0,5.0
2019_Q3,UTAH,3500.0,29000.0,950.0,2800.0,10.0,5.5,0.6,0.2,4.9,4.6,29.4,1700.0,6.0
2019_Q3,VERMONT,80.0,7000.0,10.0,120.0,2.0,0.7,0.5,0.0,4.3,0.1,22.2,490.0,7.0
2019_Q3,VIRGINIA,350.0,9000.0,80.0,570.0,6.0,0.9,2.7,1.3,18.3,3.1,37.9,820.0,9.0
2019_Q3,WASHINGTON,12000.0,97000.0,4500.0,21000.0,22.0,2.5,9.4,4.6,0.9,0.3,47.3,10000.0,10.0
2019_Q3,WEST VIRGINIA,200.0,10000.0,290.0,1100.0,11.0,0.7,6.9,2.7,10.7,0.3,33.7,1100.0,11.0
2019_Q3,MONTANA,3600.0,154000.0,1200.0,18500.0,12.0,10.6,4.1,6.1,10.0,1.0,28.0,12500.0,8.0
2019_Q3,WYOMING,2500.0,27000.0,1100.0,3000.0,11.0,3.3,6.3,2.2,0.4,2.5,45.7,3500.0,13.0
2019_Q3,MISSOURI,260.0,10500.0,20.0,500.0,5.0,0.4,2.1,0.8,7.1,0.6,18.4,350.0,3.0
2019_Q3,MINNESOTA,5000.0,129000.0,2400.0,21000.0,16.0,4.0,6.6,13.4,8.2,2.1,54.9,2100.0,2.0
2019_Q3,ARIZONA,5500.0,30000.0,770.0,2000.0,7.0,2.7,13.2,11.4,9.9,0.6,29.0,3800.0,13.0
2019_Q3,ARKANSAS,170.0,21000.0,990.0,2100.0,10.0,6.8,6.9,50.5,19.7,39.3,53.2,680.0,3.0
2019_Q3,CALIFORNIA,87000.0,700000.0,12000.0,93000.0,13.0,8.7,11.1,16.0,11.5,3.2,49.0,108000.0,15.0
2019_Q3,COLORADO,2200.0,36000.0,1700.0,9500.0,26.0,4.8,9.4,10.2,12.5,1.0,79.8,3400.0,9.0
2019_Q3,CONNECTICUT,70.0,4400.0,20.0,200.0,5.0,2.4,3.9,0.0,6.9,0.5,24.3,470.0,11.0
2019_Q3,FLORIDA,46000.0,240000.0,6000.0,20000.0,8.0,6.3,11.7,18.2,20.7,10.8,44.9,33000.0,14.0
2019_Q3,GEORGIA,12000.0,118000.0,8500.0,13000.0,11.0,1.6,17.1,25.8,18.6,4.6,52.5,36000.0,31.0
2019_Q3,HAWAII,200.0,17000.0,0.0,200.0,1.0,0.3,1.3,0.0,39.0,0.2,37.2,6000.0,35.0
2019_Q3,IDAHO,8500.0,111000.0,1100.0,10500.0,9.0,21.7,18.5,9.9,15.4,0.8,59.9,12500.0,11.0
2019_Q3,ILLINOIS,460.0,13500.0,100.0,940.0,7.0,0.7,5.5,2.5,8.3,11.5,35.9,1300.0,10.0
2019_Q3,INDIANA,2200.0,16000.0,90.0,1000.0,6.0,3.0,19.2,23.1,15.2,1.4,55.7,1500.0,9.0
2019_Q3,IOWA,2000.0,33000.0,250.0,3400.0,10.0,5.8,27.8,26.3,7.1,3.6,39.4,4800.0,15.0
2019_Q3,KANSAS,190.0,7500.0,310.0,1900.0,25.0,21.8,1.2,23.9,33.8,0.5,67.5,400.0,5.0
2019_Q3,KENTUCKY,700.0,8500.0,200.0,850.0,10.0,0.4,7.9,5.2,17.6,8.6,29.2,430.0,5.0
2019_Q3,LOUISIANA,4400.0,44000.0,910.0,4100.0,9.0,0.4,2.5,57.0,66.8,2.7,67.1,13000.0,30.0
2019_Q3,MAINE,460.0,12000.0,10.0,1100.0,9.0,0.1,0.2,0.0,0.7,0.1,10.1,3500.0,29.0
2019_Q3,MARYLAND,720.0,7500.0,50.0,790.0,11.0,0.0,5.1,0.3,2.7,1.4,26.7,1200.0,16.0
2019_Q3,MASSACHUSETTS,800.0,13500.0,170.0,1100.0,8.0,0.2,0.7,,2.9,7.3,13.0,560.0,4.0
2019_Q3,MICHIGAN,3000.0,99000.0,1800.0,11000.0,11.0,8.7,2.1,7.3,16.4,1.5,42.7,3300.0,3.0
2019_Q3,MISSISSIPPI,550.0,23000.0,610.0,2900.0,13.0,2.4,4.0,25.4,45.6,5.1,59.1,850.0,4.0
2019_Q3,NEW MEXICO,1000.0,5500.0,70.0,170.0,3.0,0.9,0.8,0.0,29.1,0.0,39.5,550.0,10.0
2019_Q4,NEBRASKA,320.0,38000.0,570.0,2700.0,7.0,0.0,2.8,3.5,1.0,6.4,5.8,10.0,
2019_Q4,WISCONSIN,1800.0,46000.0,2900.0,8500.0,18.0,14.8,22.0,14.1,22.1,7.3,40.0,3000.0,7.0
2019_Q4,MASSACHUSETTS,60.0,5000.0,410.0,1200.0,24.0,0.8,1.1,0.0,0.2,10.7,7.6,130.0,3.0
2019_Q4,MARYLAND,390.0,8000.0,260.0,1100.0,14.0,1.8,0.3,0.0,4.5,5.0,12.6,420.0,5.0
2019_Q4,MAINE,110.0,11500.0,100.0,770.0,7.0,0.1,0.3,2.5,0.0,0.2,20.5,40.0,
2019_Q4,LOUISIANA,70.0,46000.0,810.0,2300.0,5.0,3.5,6.1,0.7,18.5,0.9,33.0,80.0,
2019_Q4,KENTUCKY,190.0,8500.0,110.0,410.0,5.0,0.2,12.0,5.3,20.1,9.9,33.0,170.0,2.0
2019_Q4,KANSAS,190.0,4900.0,130.0,650.0,13.0,11.9,0.4,43.4,15.0,14.4,65.8,460.0,9.0
2019_Q4,IOWA,1500.0,32000.0,1600.0,7500.0,23.0,5.6,19.7,25.2,17.8,4.2,61.0,530.0,2.0
2019_Q4,INDIANA,160.0,17500.0,370.0,1300.0,7.0,2.6,1.6,6.7,15.0,0.6,20.7,180.0,1.0
2019_Q4,ILLINOIS,1000.0,13000.0,380.0,1700.0,13.0,1.1,8.9,3.4,27.3,8.9,28.9,1500.0,12.0
2019_Q4,IDAHO,1800.0,196000.0,3300.0,15500.0,8.0,5.4,9.9,10.5,4.3,1.1,20.3,1000.0,1.0
2019_Q4,HAWAII,300.0,17000.0,60.0,1300.0,8.0,0.2,0.1,1.0,61.8,0.0,44.0,50.0,
2019_Q4,GEORGIA,10500.0,131000.0,11000.0,20000.0,15.0,5.6,2.6,9.1,18.2,4.4,34.3,10500.0,8.0
2019_Q4,FLORIDA,28000.0,300000.0,10000.0,30000.0,10.0,7.8,7.8,11.7,25.6,4.8,43.5,15000.0,5.0
2019_Q4,CONNECTICUT,10.0,4000.0,10.0,300.0,8.0,2.4,1.7,0.0,11.1,1.6,22.2,50.0,1.0
2019_Q4,COLORADO,1100.0,27000.0,1400.0,8000.0,30.0,0.0,2.6,15.3,1.5,0.8,67.7,440.0,2.0
2019_Q4,CALIFORNIA,160000.0,1300000.0,18500.0,136000.0,10.0,5.2,8.0,11.3,10.9,5.0,40.5,37000.0,3.0
2019_Q4,ARKANSAS,430.0,19500.0,560.0,1600.0,8.0,1.4,12.5,7.8,39.7,32.8,47.7,310.0,2.0
2019_Q4,ARIZONA,300.0,36000.0,3400.0,7000.0,19.0,0.4,4.0,23.3,1.5,2.9,53.9,300.0,1.0
2019_Q4,ALABAMA,240.0,6000.0,110.0,660.0,11.0,0.6,9.0,4.9,26.7,11.3,46.7,70.0,1.0
2019_Q4,MICHIGAN,820.0,84000.0,2600.0,6500.0,8.0,9.2,1.1,8.3,9.7,3.8,37.0,1500.0,2.0
2019_Q4,MINNESOTA,3400.0,97000.0,1300.0,15500.0,16.0,1.2,1.8,6.1,7.8,4.0,37.3,60.0,
2019_Q4,WYOMING,100.0,28000.0,1500.0,3300.0,12.0,3.2,4.3,0.0,12.3,13.2,27.6,490.0,2.0
2019_Q4,MISSOURI,260.0,10000.0,170.0,1500.0,15.0,0.2,1.5,0.1,5.9,0.4,19.2,10.0,
2019_Q4,MISSISSIPPI,350.0,29000.0,470.0,3400.0,12.0,4.1,10.5,13.9,38.0,5.2,41.0,50.0,
2019_Q4,WEST VIRGINIA,30.0,8000.0,870.0,1500.0,19.0,1.1,6.1,0.4,10.7,2.2,65.8,1600.0,20.0
2019_Q4,WASHINGTON,810.0,93000.0,7000.0,12500.0,13.0,0.6,2.9,19.6,2.3,3.2,40.3,100.0,
2019_Q4,VIRGINIA,10.0,8000.0,210.0,1200.0,15.0,0.4,5.3,0.0,18.6,6.0,37.7,190.0,2.0
2019_Q4,VERMONT,100.0,7000.0,0.0,190.0,3.0,0.6,0.6,0.8,1.3,0.9,21.0,270.0,4.0
2019_Q4,UTAH,970.0,32000.0,2000.0,4400.0,14.0,2.0,0.2,10.3,2.0,0.3,22.1,90.0,
2019_Q4,TENNESSEE,20.0,11000.0,390.0,1300.0,12.0,0.0,7.6,33.6,53.5,9.1,66.6,70.0,1.0
2019_Q4,SOUTH DAKOTA,0.0,189000.0,1300.0,7500.0,4.0,3.2,11.2,5.6,6.1,1.5,12.2,40.0,
2019_Q4,SOUTH CAROLINA,1400.0,13500.0,100.0,1900.0,14.0,1.7,13.1,3.5,18.4,6.3,56.7,430.0,3.0
2019_Q4,PENNSYLVANIA,1600.0,21000.0,390.0,3800.0,18.0,1.0,2.3,3.2,4.6,2.9,33.2,1100.0,5.0
2019_Q4,TEXAS,8000.0,240000.0,1300.0,17500.0,7.0,4.6,5.8,4.9,14.0,1.4,23.1,1700.0,1.0
2019_Q4,OREGON,650.0,130000.0,2600.0,15000.0,12.0,4.7,16.6,1.8,2.1,16.0,35.8,2000.0,2.0
2019_Q4,OKLAHOMA,460.0,37000.0,160.0,2500.0,7.0,0.0,0.4,0.4,0.4,0.1,1.0,,0.0
2019_Q4,OHIO,800.0,19000.0,980.0,2700.0,14.0,0.4,3.3,0.6,5.6,7.6,33.2,390.0,2.0
2019_Q4,MONTANA,770.0,79000.0,1100.0,7000.0,9.0,,2.8,0.8,1.8,0.3,15.7,4000.0,5.0
2019_Q4,NORTH DAKOTA,3000.0,420000.0,1900.0,27000.0,6.0,1.8,2.0,3.7,7.1,1.7,43.0,4300.0,1.0
2019_Q4,NORTH CAROLINA,240.0,18000.0,360.0,3200.0,18.0,4.5,15.7,2.4,21.0,11.7,44.5,770.0,4.0
2019_Q4,NEW YORK,630.0,65000.0,960.0,10000.0,15.0,3.0,3.2,8.7,24.8,4.0,33.3,510.0,1.0
2019_Q4,NEW MEXICO,30.0,6000.0,10.0,70.0,1.0,0.4,2.6,0.0,0.3,0.0,5.2,10.0,
2019_Q4,NEW JERSEY,60.0,15500.0,60.0,220.0,1.0,0.0,1.3,0.0,0.9,0.5,2.5,80.0,1.0
2019_Q4,OTHER STATES,280.0,11510.0,0.0,1340.0,12.0,0.3,32.4,0.3,2.3,0.9,13.6,0.0,0.0
2020_Q1,OHIO,840.0,21000.0,3900.0,6000.0,29.0,1.1,3.0,,3.6,13.4,17.6,1100.0,5.0
2020_Q1,NORTH DAKOTA,0.0,82000.0,11500.0,7500.0,9.0,0.0,3.1,0.0,0.0,0.0,0.6,,0.0
2020_Q1,NORTH CAROLINA,2600.0,24000.0,1900.0,2500.0,10.0,4.8,1.4,0.6,7.1,5.1,35.7,490.0,2.0
2020_Q1,NEBRASKA,70.0,17000.0,1500.0,670.0,4.0,,,0.0,,0.8,2.2,,0.0
2020_Q1,NEW MEXICO,120.0,6000.0,0.0,40.0,1.0,0.0,0.7,0.0,0.0,,2.1,0.0,0.0
2020_Q1,NEW JERSEY,800.0,6500.0,60.0,430.0,7.0,0.5,3.2,,2.9,2.3,9.4,40.0,1.0
2020_Q1,OKLAHOMA,5000.0,19500.0,60.0,700.0,4.0,,,0.5,0.6,,11.4,,0.0
2020_Q1,NEW YORK,230.0,36000.0,940.0,2500.0,7.0,0.0,1.7,0.0,2.9,7.7,6.6,370.0,1.0
2020_Q1,OREGON,9000.0,108000.0,950.0,4800.0,4.0,10.8,1.3,14.5,10.4,,24.4,1700.0,2.0
2020_Q1,WASHINGTON,580.0,74000.0,6500.0,1500.0,2.0,,,0.5,,,1.7,150.0,
2020_Q1,PENNSYLVANIA,370.0,26000.0,430.0,2100.0,8.0,2.8,2.7,1.8,3.9,3.2,15.5,320.0,1.0
2020_Q1,SOUTH CAROLINA,2700.0,17000.0,160.0,1400.0,8.0,9.6,6.4,,11.5,5.4,15.5,1100.0,6.0
2020_Q1,SOUTH DAKOTA,20.0,20000.0,1100.0,1200.0,6.0,0.0,,2.1,,,14.7,,0.0
2020_Q1,TENNESSEE,2200.0,14000.0,410.0,2700.0,19.0,1.0,4.1,0.0,17.3,7.8,18.9,130.0,1.0
2020_Q1,TEXAS,83000.0,340000.0,4200.0,35000.0,10.0,1.3,5.2,3.4,6.8,4.6,12.2,24000.0,7.0
2020_Q1,UTAH,3000.0,19000.0,960.0,1100.0,6.0,17.1,15.7,2.3,17.2,22.4,38.9,,0.0
2020_Q1,VERMONT,500.0,7000.0,60.0,520.0,7.0,0.6,2.0,0.9,0.8,3.1,9.1,70.0,1.0
2020_Q1,VIRGINIA,1600.0,7000.0,370.0,1100.0,16.0,,3.8,,10.6,3.5,17.5,60.0,1.0
2020_Q1,MONTANA,500.0,47000.0,4500.0,150.0,,0.0,0.5,0.0,0.0,,4.0,,0.0
2020_Q1,OTHER STATES,560.0,7800.0,,440.0,6.0,,0.8,0.0,0.0,,5.8,20.0,
2020_Q1,MISSOURI,3400.0,8500.0,160.0,5500.0,65.0,0.9,2.1,1.6,3.4,3.4,8.4,0.0,0.0
2020_Q1,INDIANA,1500.0,11000.0,210.0,1600.0,15.0,,1.9,2.9,0.5,6.2,8.2,420.0,4.0
2020_Q1,MINNESOTA,1300.0,58000.0,6500.0,920.0,2.0,0.0,4.3,,0.0,,3.5,40.0,
2020_Q1,WEST VIRGINIA,600.0,8000.0,200.0,1100.0,14.0,1.3,2.6,0.6,7.0,,17.3,680.0,9.0
2020_Q1,ALABAMA,1900.0,7000.0,70.0,410.0,6.0,0.0,1.7,0.1,3.4,4.3,12.4,780.0,11.0
2020_Q1,ARIZONA,3000.0,31000.0,4300.0,8500.0,27.0,,10.1,0.0,,9.0,31.7,120.0,
2020_Q1,ARKANSAS,1800.0,16500.0,390.0,1600.0,10.0,,,2.6,22.7,11.2,31.7,30.0,
2020_Q1,CALIFORNIA,240000.0,1710000.0,19000.0,230000.0,13.0,5.0,5.3,5.3,6.0,4.2,22.4,66000.0,4.0
2020_Q1,COLORADO,4000.0,13000.0,620.0,670.0,5.0,,10.8,,0.0,2.4,20.8,500.0,4.0
2020_Q1,CONNECTICUT,360.0,3800.0,10.0,330.0,9.0,,2.8,0.0,2.9,3.0,11.2,,0.0
2020_Q1,FLORIDA,41000.0,305000.0,11500.0,30000.0,10.0,5.5,8.7,5.3,14.2,10.9,28.0,8000.0,3.0
2020_Q1,GEORGIA,41000.0,119000.0,8500.0,14500.0,12.0,,,,3.4,7.5,50.9,22000.0,18.0
2020_Q1,MISSISSIPPI,16000.0,28000.0,800.0,5000.0,18.0,,14.5,1.8,50.9,3.6,58.6,660.0,2.0
2020_Q1,HAWAII,1300.0,16000.0,260.0,1800.0,11.0,,,0.0,60.8,,75.3,2200.0,14.0
2020_Q1,ILLINOIS,2900.0,11500.0,520.0,2400.0,21.0,,7.3,0.0,8.9,10.0,17.2,160.0,1.0
2020_Q1,IOWA,6000.0,17000.0,620.0,1600.0,9.0,0.0,5.7,,1.9,5.5,22.3,420.0,2.0
2020_Q1,KANSAS,2000.0,6500.0,700.0,760.0,12.0,7.8,3.1,7.8,8.1,11.3,13.3,130.0,2.0
2020_Q1,KENTUCKY,1400.0,11000.0,140.0,1200.0,11.0,2.0,7.6,,2.6,6.5,17.4,120.0,1.0
2020_Q1,LOUISIANA,9000.0,48000.0,640.0,4800.0,10.0,0.7,1.4,1.2,7.0,0.6,26.5,20000.0,42.0
2020_Q1,MAINE,460.0,1300.0,60.0,160.0,12.0,0.7,2.2,0.0,1.2,3.0,19.6,,0.0
2020_Q1,MARYLAND,1900.0,7000.0,380.0,1900.0,27.0,,8.5,0.0,1.5,2.4,19.9,30.0,
2020_Q1,MASSACHUSETTS,1100.0,3800.0,150.0,470.0,12.0,1.8,4.5,,0.5,2.2,13.9,100.0,3.0
2020_Q1,MICHIGAN,10000.0,60000.0,1400.0,7000.0,12.0,,,,0.5,0.7,8.1,100.0,
2020_Q1,IDAHO,4400.0,168000.0,5500.0,18500.0,11.0,,2.1,2.8,0.8,1.9,10.4,920.0,1.0
2020_Q1,WISCONSIN,700.0,28000.0,1600.0,1900.0,7.0,,2.7,,1.9,3.1,9.0,370.0,1.0
2020_Q1,WYOMING,450.0,17000.0,1500.0,140.0,1.0,0.1,0.8,0.0,,1.7,,60.0,
2020_Q2,WYOMING,4400.0,30000.0,500.0,2000.0,7.0,0.1,3.5,1.1,,1.2,28.8,2100.0,7.0
2020_Q2,NEBRASKA,7000.0,41000.0,700.0,1900.0,5.0,4.8,,12.2,1.1,2.7,17.5,1100.0,3.0
2020_Q2,NEW JERSEY,1500.0,21000.0,10.0,710.0,3.0,21.5,21.7,,0.8,,15.4,650.0,3.0
2020_Q2,NEW MEXICO,400.0,6000.0,0.0,1000.0,17.0,,,,,,3.0,40.0,1.0
2020_Q2,NEW YORK,6000.0,58000.0,20.0,4000.0,7.0,0.6,3.5,,2.5,0.5,20.7,2800.0,5.0
2020_Q2,NORTH CAROLINA,6000.0,25000.0,290.0,1600.0,6.0,1.9,1.8,0.0,5.5,1.4,23.0,1300.0,5.0
2020_Q2,NORTH DAKOTA,53000.0,415000.0,9000.0,20000.0,5.0,2.5,3.0,3.1,1.7,1.9,28.8,38000.0,9.0
2020_Q2,OHIO,9500.0,16500.0,130.0,1700.0,10.0,6.2,7.3,5.8,12.0,13.3,23.8,3700.0,22.0
2020_Q2,OKLAHOMA,6000.0,16000.0,40.0,1500.0,9.0,,15.1,0.9,3.9,5.1,16.2,3100.0,19.0
2020_Q2,OREGON,11000.0,96000.0,1500.0,2500.0,3.0,7.5,5.9,2.2,1.7,0.7,28.0,19000.0,20.0
2020_Q2,MONTANA,18000.0,120000.0,1500.0,2000.0,2.0,5.9,4.6,0.0,5.6,,12.1,16000.0,13.0
2020_Q2,OTHER STATES,1400.0,9840.0,,260.0,3.0,0.5,,0.0,0.8,,12.8,1500.0,15.0
2020_Q2,SOUTH CAROLINA,2700.0,18500.0,310.0,1700.0,9.0,0.5,5.7,,6.2,0.5,29.1,2500.0,14.0
2020_Q2,SOUTH DAKOTA,10000.0,220000.0,2800.0,4600.0,2.0,4.8,52.5,,46.4,5.3,53.3,14500.0,7.0
2020_Q2,TENNESSEE,4200.0,13500.0,210.0,1200.0,9.0,,3.3,6.8,7.8,3.0,31.2,3200.0,24.0
2020_Q2,TEXAS,15000.0,385000.0,4100.0,35000.0,9.0,3.3,5.7,4.6,7.7,5.8,30.2,136000.0,35.0
2020_Q2,UTAH,8500.0,31000.0,130.0,2800.0,9.0,,,13.1,0.0,7.7,38.4,13000.0,42.0
2020_Q2,VERMONT,680.0,7000.0,0.0,200.0,3.0,0.1,1.1,0.0,0.5,0.0,10.7,110.0,2.0
2020_Q2,VIRGINIA,4800.0,8000.0,170.0,1200.0,15.0,,7.9,,7.9,1.1,33.7,1300.0,16.0
2020_Q2,WASHINGTON,5000.0,114000.0,370.0,3500.0,3.0,0.7,1.3,1.0,,,10.6,3300.0,3.0
2020_Q2,WEST VIRGINIA,1600.0,7500.0,130.0,570.0,8.0,0.7,2.8,0.5,1.8,1.9,46.2,1500.0,20.0
2020_Q2,PENNSYLVANIA,5500.0,28000.0,120.0,930.0,3.0,1.4,3.3,,2.6,1.3,26.6,1500.0,5.0
2020_Q2,WISCONSIN,14000.0,55000.0,90.0,1700.0,3.0,25.0,25.8,25.1,27.3,26.1,46.1,4600.0,8.0
2020_Q2,MISSOURI,2800.0,6500.0,200.0,390.0,6.0,5.7,11.2,3.1,1.5,1.9,17.4,1200.0,18.0
2020_Q2,MINNESOTA,9000.0,126000.0,870.0,13000.0,10.0,0.7,4.4,8.8,2.9,,20.6,2600.0,2.0
2020_Q2,ALABAMA,4700.0,8500.0,410.0,4100.0,48.0,1.6,7.9,7.7,18.0,9.5,28.5,2600.0,31.0
2020_Q2,ARIZONA,14500.0,26000.0,140.0,1300.0,5.0,,5.5,4.2,0.0,0.6,22.1,4700.0,18.0
2020_Q2,ARKANSAS,4900.0,17000.0,900.0,1800.0,11.0,5.1,2.1,24.6,15.3,12.4,40.5,800.0,5.0
2020_Q2,CALIFORNIA,175000.0,1200000.0,3200.0,100000.0,8.0,3.9,7.6,5.5,4.8,3.1,33.6,240000.0,20.0
2020_Q2,COLORADO,7000.0,27000.0,310.0,2100.0,8.0,,0.5,0.0,,2.5,35.4,2800.0,10.0
2020_Q2,CONNECTICUT,1200.0,4300.0,0.0,30.0,1.0,0.0,0.1,0.0,2.1,0.6,14.8,450.0,10.0
2020_Q2,FLORIDA,25000.0,310000.0,12000.0,40000.0,13.0,3.4,5.9,5.8,16.0,7.9,33.1,18500.0,6.0
2020_Q2,GEORGIA,18500.0,147000.0,3300.0,10000.0,7.0,6.9,7.9,2.9,19.6,13.4,47.9,20000.0,14.0
2020_Q2,HAWAII,3000.0,15500.0,0.0,0.0,0.0,1.0,1.1,0.0,41.1,0.0,43.1,2300.0,15.0
2020_Q2,MISSISSIPPI,1500.0,37000.0,260.0,4500.0,12.0,0.0,8.5,0.9,57.8,,93.1,570.0,2.0
2020_Q2,IDAHO,22000.0,81000.0,2400.0,18000.0,22.0,11.1,6.9,8.6,10.9,5.8,44.2,29000.0,36.0
2020_Q2,INDIANA,4500.0,12000.0,30.0,920.0,8.0,1.8,5.4,20.2,12.5,1.5,26.8,1800.0,15.0
2020_Q2,IOWA,17000.0,29000.0,440.0,3600.0,12.0,16.6,3.5,0.8,24.7,0.5,30.6,4700.0,16.0
2020_Q2,KANSAS,1900.0,8000.0,270.0,680.0,9.0,24.0,28.9,32.8,34.1,14.3,68.4,1800.0,23.0
2020_Q2,KENTUCKY,4200.0,11000.0,120.0,1200.0,11.0,,2.9,1.2,10.9,3.2,18.3,3500.0,32.0
2020_Q2,LOUISIANA,2300.0,53000.0,650.0,1800.0,3.0,0.5,3.5,,4.7,1.3,23.7,4700.0,9.0
2020_Q2,MAINE,520.0,22000.0,0.0,700.0,3.0,26.8,0.5,0.0,,0.0,47.1,110.0,1.0
2020_Q2,MARYLAND,4400.0,8000.0,0.0,670.0,8.0,0.1,3.2,1.1,1.1,0.5,14.3,1700.0,21.0
2020_Q2,MASSACHUSETTS,870.0,13500.0,40.0,630.0,5.0,,1.1,,2.1,,14.7,540.0,4.0
2020_Q2,MICHIGAN,11000.0,85000.0,420.0,1500.0,2.0,2.2,3.2,6.0,11.5,1.1,38.0,10000.0,12.0
2020_Q2,ILLINOIS,4200.0,12000.0,190.0,1500.0,13.0,1.0,11.9,8.3,8.2,4.0,23.5,1700.0,14.0
2020_Q3,WYOMING,640.0,34000.0,310.0,3600.0,11.0,0.7,1.8,5.9,,0.9,13.4,7500.0,22.0
2020_Q3,WISCONSIN,970.0,68000.0,2000.0,8000.0,12.0,12.9,13.8,26.1,22.8,20.4,43.1,9000.0,13.0
2020_Q3,MISSOURI,290.0,8000.0,250.0,730.0,9.0,,2.4,1.1,8.8,2.4,30.8,820.0,10.0
2020_Q3,MINNESOTA,1800.0,119000.0,1900.0,10500.0,9.0,,2.2,8.2,3.7,1.7,46.3,3700.0,3.0
2020_Q3,MICHIGAN,37000.0,106000.0,8500.0,34000.0,32.0,3.4,5.9,8.9,14.5,1.0,53.1,11000.0,10.0
2020_Q3,MASSACHUSETTS,840.0,11000.0,40.0,330.0,3.0,1.5,1.2,0.8,1.6,0.7,29.7,810.0,7.0
2020_Q3,MARYLAND,1200.0,7500.0,60.0,690.0,9.0,,0.6,,4.8,2.9,17.6,220.0,3.0
