"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES  -  <b>CV (%)</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>VALUE</b>","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES  -  <b>CV (%)</b>"
"SURVEY","2023","JAN THRU MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,800","","11,500","","180","","1,800","","16","","0.9","","7","","1","","5.5","","4.9","","39.8","","40",""," (Z)",""
"SURVEY","2023","JAN THRU MAR","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","62,000","","300,000","","4,800","","20,000","","7",""," (Z)","","9.7","","7.6","","6.7","","1.1","","11.3","","8,500","","3",""
"SURVEY","2023","JAN THRU MAR","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","900","","24,000","","2,700","","2,600","","11","","19","","2.8","","19","","19.4","","2","","32.4","","360","","2",""
"SURVEY","2023","JAN THRU MAR","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","30","","10,000","","40","","400","","4",""," (Z)","","0",""," (Z)",""," (Z)","","1.6","","3.1","","40",""," (Z)",""
"SURVEY","2023","JAN THRU MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","470","","10,500","","160","","1,200","","11",""," (Z)","","4.2",""," (Z)","","10.5","","4.8","","22.6","","150","","1",""
"SURVEY","2023","JAN THRU MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","19,000","","81,000","","13,500","","13,500","","17","","2.3","","6.4","","2.5","","2.4","","4.5","","12.1","","250",""," (Z)",""
"SURVEY","2023","JAN THRU MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","40","","6,000","","430","","600","","10","","1","","2","","1.1","","2.8","","3.4","","14.5","","40","","1",""
"SURVEY","2023","JAN THRU MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","29,000","","3,100","","3,300","","11","","0.8","","2.7","","0.5","","0.9","","7.2","","15","","270","","1",""
"SURVEY","2023","JAN THRU MAR","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","15,000","","370","","150","","1","","0","","1.4","","0","","0",""," (Z)","","1.4","","0","","0",""
"SURVEY","2022","APR THRU JUN","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","573,160","","","","51,390","","363,570","","13","","4","","15.9","","6.8","","21.8","","3.5","","47.5","","494,890","","17",""
"SURVEY","2022","APR THRU JUN","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,600","","12,000","","270","","1,500","","13","","1","","17.9","","6.9","","14.3","","3.7","","36","","1,900","","16",""
"SURVEY","2022","APR THRU JUN","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","17,500","","32,000","","820","","4,300","","13","","1.3","","4.8","","0",""," (Z)",""," (Z)","","8.4","","2,800","","9",""
"SURVEY","2022","APR THRU JUN","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,500","","23,000","","370","","3,200","","14","","2","","6.4","","9.5","","12.7","","3.9","","20.6","","1,200","","5",""
"SURVEY","2022","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","152,000","","1,040,000","","6,000","","107,000","","10","","4.8","","20.3","","6.6","","16.2","","3.7","","41.1","","120,000","","12",""
"SURVEY","2022","APR THRU JUN","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","8,000","","19,500","","60","","1,400","","7","","0.6","","26.5",""," (Z)","","0",""," (Z)","","31","","2,300","","12",""
"SURVEY","2022","APR THRU JUN","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","230","","4,100","","0","","30","","1","","0","","1.1","","0","","0","","0","","10.9","","30","","1",""
"SURVEY","2022","APR THRU JUN","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","56,000","","310,000","","5,500","","46,000","","15","","5.7","","12.2","","8.2","","15.3","","6.3","","31.8","","44,000","","14",""
"SURVEY","2022","APR THRU JUN","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","27,000","","131,000","","4,800","","26,000","","20","","1.4","","8.3","","6.1","","9","","5.7","","35.9","","47,000","","36",""
"SURVEY","2022","APR THRU JUN","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","","","","","130","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2022","APR THRU JUN","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","35,000","","111,000","","2,800","","19,000","","17","","5.6","","9.5","","13.7","","13.1","","3.5","","32.6","","8,500","","8",""
"SURVEY","2022","APR THRU JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,300","","9,500","","110","","1,100","","12","","3.2","","7.3","","1.6","","7.4","","10.6","","18.3","","2,100","","22",""
"SURVEY","2022","APR THRU JUN","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","10,000","","0","","1,600","","16","","0.5","","7.2","","4.2","","5","","4.7","","28.1","","620","","6",""
"SURVEY","2022","APR THRU JUN","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,000","","49,000","","90","","2,300","","5","","1.6","","4.6","","0.9","","1.1","","5.7","","49.3","","2,400","","5",""
"SURVEY","2022","APR THRU JUN","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","5,500","","4,900","","400","","720","","15","","1.7","","23","","21.1","","1","","1.9","","41.6","","580","","12",""
"SURVEY","2022","APR THRU JUN","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,600","","10,500","","80","","610","","6","","10.7","","2.5","","2.4","","15.1","","18.9","","39.9","","460","","4",""
"SURVEY","2022","APR THRU JUN","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,500","","42,000","","960","","1,900","","5","","4.8","","2.4","","4.8","","9.9","","2.5","","31.9","","11,500","","27",""
"SURVEY","2022","APR THRU JUN","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,300","","19,500","","100","","890","","5",""," (Z)",""," (Z)","","0","","0",""," (Z)",""," (Z)","","300","","2",""
"SURVEY","2022","APR THRU JUN","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,600","","8,500","","150","","390","","5","","2.4","","14.7","","0.8","","7.9","","1.7","","19.9","","1,100","","13",""
"SURVEY","2022","APR THRU JUN","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,200","","10,500","","40","","270","","3","","1.3","","0.8","","0.5","","1.2","","0.5","","4.7","","890","","8",""
"SURVEY","2022","APR THRU JUN","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","13,000","","88,000","","3,000","","3,200","","4","","3.1","","2.8","","7.1",""," (Z)",""," (Z)","","10.6","","3,500","","4",""
"SURVEY","2022","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","110,000","","410","","1,500","","1",""," (Z)","","2.6",""," (Z)","","0.7",""," (Z)","","4.9","","2,000","","2",""
"SURVEY","2022","APR THRU JUN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","15,500","","47,000","","580","","9,000","","19",""," (Z)","","15.2","","0.7","","21","","5.8","","21.7","","7,000","","15",""
"SURVEY","2022","APR THRU JUN","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","10,500","","110","","1,500","","14","","0.8","","2.6","","0.5","","3","","1.6","","11.5","","4,800","","46",""
"SURVEY","2022","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","106,000","","4,300","","960","","1","","0","","8.7","","1.7","","0","","0","","16.4","","8,000","","8",""
"SURVEY","2022","APR THRU JUN","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","11,000","","46,000","","10","","2,400","","5","","0.7","","0.7","","0","","21.9",""," (Z)","","26.4","","5,000","","11",""
"SURVEY","2022","APR THRU JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,600","","19,000","","0","","140","","1","","0.7",""," (Z)","","0.6","","0.8","","0","","7","","70",""," (Z)",""
"SURVEY","2022","APR THRU JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,200","","7,000","","340","","1,600","","23","","8.6","","31.5","","0.9","","8.6","","0.7","","52","","2,200","","31",""
"SURVEY","2022","APR THRU JUN","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","6,000","","57,000","","470","","2,000","","4","","0.8","","1.7",""," (Z)","","3.4","","1","","23","","4,300","","8",""
"SURVEY","2022","APR THRU JUN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,500","","30,000","","50","","1,200","","4","","3.5",""," (Z)","","0","","2.8","","1","","23.9","","3,300","","11",""
"SURVEY","2022","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","15,000","","495,000","","7,000","","17,000","","3","","0.9","","9.9","","4.8","","22.7","","0.5","","38.9","","8,500","","2",""
"SURVEY","2022","APR THRU JUN","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,400","","15,500","","140","","400","","3","","5.5","","2.3","","3.1","","5.3","","2","","67","","1,200","","8",""
"SURVEY","2022","APR THRU JUN","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10,500","","20,000","","30","","10,000","","50","","0","","9.8","","1.4","","2.6","","0.7","","18.4","","2,100","","11",""
"SURVEY","2022","APR THRU JUN","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","12,500","","96,000","","2,800","","13,000","","14","","9.5","","17.5","","16.1","","23.2",""," (Z)","","57.3","","19,500","","20",""
"SURVEY","2022","APR THRU JUN","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,630","","32,390","","","","540","","2","","4.8","","5.6","","1.6","","45.8","","1.6","","57.3","","2,500","","8",""
"SURVEY","2022","APR THRU JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,000","","24,000","","590","","730","","3","","0.6","","1.1",""," (Z)","","3.3","","2.1","","19","","2,300","","10",""
"SURVEY","2022","APR THRU JUN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,500","","23,000","","100","","2,500","","11","","0","","1.2","","12.8","","29.2","","0.9","","30","","3,200","","14",""
"SURVEY","2022","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,000","","177,000","","150","","4,200","","2","","0","","13.9","","2.6","","31.6","","1.4","","47.4","","19,000","","11",""
"SURVEY","2022","APR THRU JUN","","STATE","TENNESSEE","47","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","9,000","","11,500","","220","","4,400","","38","","1","","24.4",""," (Z)","","23.7","","1.7","","30.9","","1,200","","10",""
"SURVEY","2022","APR THRU JUN","","STATE","TEXAS","48","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","42,000","","415,000","","3,000","","46,000","","11",""," (Z)","","5.1","","0.6","","28.6","","0.9","","37.2","","113,000","","27",""
"SURVEY","2022","APR THRU JUN","","STATE","UTAH","49","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","8,500","","29,000","","2,200","","4,600","","16","","6.9","","23.8","","7.9","","0.8","","8.3","","40.1","","5,000","","17",""
"SURVEY","2022","APR THRU JUN","","STATE","VERMONT","50","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,300","","8,500","","280","","150","","2","","0","","1.3","","0.7","","1.5",""," (Z)","","21.2","","160","","2",""
"SURVEY","2022","APR THRU JUN","","STATE","VIRGINIA","51","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,900","","10,500","","100","","580","","6","","0.9","","18.1","","0.6","","21.7","","1.7","","30.8","","680","","6",""
"SURVEY","2022","APR THRU JUN","","STATE","WASHINGTON","53","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","12,500","","109,000","","2,000","","14,000","","13","","4.3","","14.2","","3.4","","7.3","","1.6","","50.8","","23,000","","21",""
"SURVEY","2022","APR THRU JUN","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,400","","7,500","","120","","260","","3","","3.6","","1","","0","","7.4","","0.9","","13.1","","2,600","","35",""
"SURVEY","2022","APR THRU JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,000","","62,000","","130","","1,600","","3","","4.9","","9.6","","11.8","","14.6","","6","","26.9","","1,300","","2",""
"SURVEY","2022","APR THRU JUN","","STATE","WYOMING","56","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,900","","26,000","","580","","1,900","","7","","5.1","","3","","0","","2.5","","1","","12.6","","1,800","","7",""
"SURVEY","2022","JAN THRU MAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","368,780","","","","86,070","","331,480","","12","","2.7","","4.8","","7.7","","8.8","","4.4","","36","","187,380","","7",""
"SURVEY","2022","JAN THRU MAR","","STATE","ALABAMA","01","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,600","","11,500","","70","","1,100","","10","","0","","10.8","","3.7","","17","","5.3","","36.9","","520","","5",""
"SURVEY","2022","JAN THRU MAR","","STATE","ARIZONA","04","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","720","","32,000","","1,300","","2,300","","7","","3",""," (Z)",""," (Z)","","0","","0.5","","14.8","","10",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","780","","21,000","","540","","2,600","","12","","0","","1.3","","23.1","","28.1","","8.9","","39.8","","20",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","139,000","","1,520,000","","14,000","","162,000","","11","","3.3","","3.9","","5.3","","7.2","","4.2","","29.7","","95,000","","6",""
"SURVEY","2022","JAN THRU MAR","","STATE","COLORADO","08","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","8,500","","120","","540","","6","","3.8","","3.4","","0.6","","0","","2.6","","13.5","","10",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","10","","4,500","","70","","420","","9","","1.4","","3.5",""," (Z)","","2.3","","1.2","","10.2","","170","","4",""
"SURVEY","2022","JAN THRU MAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","50,000","","295,000","","3,700","","24,000","","8","","3.7","","6.4","","9.8","","13.1","","8.2","","39","","13,500","","5",""
"SURVEY","2022","JAN THRU MAR","","STATE","GEORGIA","13","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","26,000","","119,000","","7,000","","14,000","","12","","0.6","","5.9","","5.1","","17.4","","3","","41.2","","18,000","","15",""
"SURVEY","2022","JAN THRU MAR","","STATE","HAWAII","15","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","","","","","0","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2022","JAN THRU MAR","","STATE","IDAHO","16","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","7,500","","215,000","","4,700","","8,000","","4",""," (Z)","","1.4","","35.5","","1.1","","1.3","","57","","1,000",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","900","","11,500","","390","","2,200","","19","","2","","5.4","","4.3","","6.9","","10.6","","20.1","","140","","1",""
"SURVEY","2022","JAN THRU MAR","","STATE","INDIANA","18","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,300","","9,500","","200","","2,900","","31","","1.7","","9.7","","3.6","","11.5","","5.9","","28.5","","30",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","IOWA","19","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","610","","29,000","","500","","2,800","","10","","0.7","","1.6","","0.9","","13","","5.1","","29.7","","30",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","KANSAS","20","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","240","","5,000","","110","","520","","10","","3.7","","4.2","","1.7","","21.8","","5.1","","37.8","","60","","1",""
"SURVEY","2022","JAN THRU MAR","","STATE","KENTUCKY","21","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","50","","9,500","","280","","1,300","","14","","3","","5.6","","2.8","","3.9","","11","","15.6","","160","","2",""
"SURVEY","2022","JAN THRU MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","11,000","","37,000","","770","","6,000","","16","","0","","0.6","","0","","48.1","","7.6","","61.1","","2,200","","6",""
"SURVEY","2022","JAN THRU MAR","","STATE","MAINE","23","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","0","","8,000","","170","","340","","4","","0","","7","","0","","1.2","","1.2","","7.3","","120","","2",""
"SURVEY","2022","JAN THRU MAR","","STATE","MARYLAND","24","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,100","","8,500","","130","","1,900","","22","","0.6","","12.1","","2.3","","7.4","","13.6","","23.7","","1,000","","12",""
"SURVEY","2022","JAN THRU MAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","350","","6,000","","40","","950","","16","","0.7","","1.6","","0","","2.9","","2.7","","13.4","","510","","9",""
"SURVEY","2022","JAN THRU MAR","","STATE","MICHIGAN","26","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,400","","71,000","","2,900","","4,500","","6","","1.9","","4.2","","1.4","","1.9",""," (Z)","","6.1","","2,500","","4",""
"SURVEY","2022","JAN THRU MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","4,800","","97,000","","5,500","","1,500","","2","","0",""," (Z)",""," (Z)","","0","","1","","1.1","","80",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","12,000","","37,000","","610","","3,400","","9","","6.1","","1.8","","2","","12.5","","8.9","","53.1","","2,300","","6",""
"SURVEY","2022","JAN THRU MAR","","STATE","MISSOURI","29","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","310","","11,000","","160","","730","","7",""," (Z)","","5.3","","0.5","","8.6","","5.2","","11.1","","570","","5",""
"SURVEY","2022","JAN THRU MAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","30","","54,000","","20","","300","","1","","0",""," (Z)","","0","","0",""," (Z)","","0.5","","0","","0",""
"SURVEY","2022","JAN THRU MAR","","STATE","NEBRASKA","31","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","30","","30,000","","760","","840","","3","","0.7",""," (Z)","","0","","0","","2.3","","3.2","","0","","0",""
"SURVEY","2022","JAN THRU MAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,500","","15,000","","40","","550","","4",""," (Z)","","0.6","","0","","3.9","","1.8","","13.3","","30",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,000","","8,000","","1,200","","1,900","","24",""," (Z)","","0.5","","0",""," (Z)",""," (Z)","","48.7","","0","","0",""
"SURVEY","2022","JAN THRU MAR","","STATE","NEW YORK","36","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","370","","44,000","","910","","5,500","","13",""," (Z)","","7.7","","3.1","","4.1","","6.6","","16.6","","730","","2",""
"SURVEY","2022","JAN THRU MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","3,100","","24,000","","130","","2,300","","10",""," (Z)","","2.4","","0","","7.6","","1","","23.4","","520","","2",""
"SURVEY","2022","JAN THRU MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","300","","89,000","","9,500","","120",""," (Z)","","0","","0","","0","","0",""," (Z)","","33.1","","0","","0",""
"SURVEY","2022","JAN THRU MAR","","STATE","OHIO","39","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","1,600","","16,000","","980","","2,400","","15","","0.7","","2.2","","1.7","","4.8","","7.2","","18","","530","","3",""
"SURVEY","2022","JAN THRU MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","50","","20,000","","20","","3,000","","15","","0","","0","","0",""," (Z)",""," (Z)","","18.8","","3,500","","18",""
"SURVEY","2022","JAN THRU MAR","","STATE","OREGON","41","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","2,400","","96,000","","6,500","","5,000","","5","","0",""," (Z)","","1.4","","0","","1.1","","11.4","","310",""," (Z)",""
"SURVEY","2022","JAN THRU MAR","","STATE","OTHER STATES","","","","","","","","00000000","","HONEY","TOTAL","NOT SPECIFIED","620","","30,870","","","","2,310","","7","","1","","2.8",""," (Z)","","58.9",""," (Z)","","65.6","","1,060","","3",""
